Date,BTC-USD,GLD,NVDA,SPY,TLT,TSLA,XLE,SPY_mu,TLT_mu,GLD_mu,BTC-USD_mu,NVDA_mu,TSLA_mu,XLE_mu,SPY_var,TLT_var,GLD_var,BTC-USD_var,NVDA_var,TSLA_var,XLE_var,SPY_vqe,TLT_vqe,GLD_vqe,BTC-USD_vqe,NVDA_vqe,TSLA_vqe,XLE_vqe
2021-05-22,0.0061982374372439785,0.0,0.0,0.0,0.0,0.0,0.0,0.0005088390298019455,-0.00022199526775539794,0.0002874633487433432,0.006389012450844583,-0.0005061926129478727,0.001474244029547387,0.0002442766892934666,0.0004931562554190735,7.736585335885467e-05,0.00010694524567928092,0.00423743703615282,0.0006241983237232922,0.0009883138467453802,0.0008270462164324104,0,0,0,0,0,1,0
2021-05-23,-0.07654564579833298,0.0,0.0,0.0,0.0,0.0,0.0,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,0.0011539599205587607,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.000483739230648269,6.660661642672968e-05,0.00010372851681193848,0.0028574284875107388,0.0006112510763223317,0.0009906479781777657,0.0007799934497811036,0,0,0,1,1,0,2
2021-05-24,0.10722243682664231,0.001759487487714246,0.04053972588297848,0.010142548111668117,0.0036977870151107504,0.04306162202970284,0.009919799376939762,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,0.005697461239066892,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.0004753229683391325,6.386474400666445e-05,0.0001026275101318067,0.0031316846927382795,0.0005991850624078946,0.0009909227222084833,0.0007395081355280656,0,0,0,1,3,0,0
2021-05-25,-0.007878782581024249,0.009031903514378268,0.002287266132255045,-0.0022210243935054785,0.009220532621124435,-0.002889839951081735,-0.020520410315072953,-0.0008305499635107084,-0.00022864176090313116,0.00030691568593598715,-0.0043933212219052446,-0.0018850791153038726,0.0013526846671754011,-3.202127919781512e-05,0.0004236407057338975,7.074083004955253e-05,0.0001039102281050287,0.0028032665451439833,0.0005876772942528108,0.0010825968472761064,0.0006609400894457168,0,0,0,1,0,0,0
2021-05-26,0.022961565812768543,-0.0017435678186662285,0.003333554183902322,0.001982700183436195,-0.0017223341334070613,0.023599290742317446,0.008873624078212452,0.0006801179329085038,-0.00030255788568073335,0.00041531683760152177,0.0019269349914962939,0.001650861727455971,0.0014577457973654197,0.0010450673692990343,0.0004378137299255673,0.00010686764236494745,0.00014452163708675005,0.00201688927134283,0.0005769527735439887,0.0009789794892393472,0.0008201776456369696,0,0,0,1,3,0,0
2021-05-27,-0.02205718107153495,0.0003940189892895408,-0.013594982679080124,0.0005247526370129398,-0.0040308262322398284,0.018752900206065234,0.0007679570913565221,0.00016647741669712128,-0.00015609915624516628,0.00025469985722549783,0.0002334785315002317,0.0015541460474913314,0.0013971823704702453,4.9963218633450085e-06,0.00042463803506454325,7.441137331937638e-05,0.0001189495220460411,0.0015609850863048888,0.0005669582000303388,0.0010066409508658885,0.0007324823498979522,0,0,0,1,2,0,0
2021-05-28,-0.07393611150144239,0.0037630876338542248,0.04768864901355029,0.0017871739208129666,-0.0015874321421944031,-0.008964584890580543,0.001917228586545281,0.000344619660949188,-0.00012520242440228937,0.0002865622906888584,0.0027054767968471803,0.003118968422106161,0.0014082629160096622,0.00029180518383807076,0.0004210702870143404,6.853551267566007e-05,0.00010797818193090929,0.0013604966388056213,0.0005735629945948784,0.0009939033153373268,0.0006938011085615699,0,0,0,2,0,0,2
2021-05-29,-0.030765691542153008,0.0,0.0,0.0,0.0,0.0,0.0,0.00019036818514031533,-0.00015790467710862305,0.00033678094151576684,0.005554170616787797,-0.0025459037902102067,0.0014716347911307697,0.00025113965314582914,0.00041078190870442685,6.457150121287478e-05,0.00011150038279826074,0.002170118580907365,0.0005637991552496877,0.0009724554184289197,0.0006540642114538992,0,0,0,2,0,0,2
2021-05-30,0.030219944078986264,0.0,0.0,0.0,0.0,0.0,0.0,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,0.0031836647577970544,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.00041210186641100566,6.33478604522514e-05,0.00010533730196053549,0.0018131883990929667,0.0005549628797154701,0.0009731093908996588,0.0006309249905831073,0,0,0,1,3,0,2
2021-05-31,0.04533591723246496,0.0,0.0,0.0,0.0,0.0,0.0,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,-0.0001650820621438842,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.0004132705243173344,6.303602940995938e-05,0.00010322767869970831,0.0014641329087598963,0.0005467280310062565,0.0009727699732785425,0.0006112017079007292,0,0,0,1,2,1,2
2021-06-01,-0.01750785357311659,-0.0026945732480542135,0.0012303819388373995,-0.0008812753691873562,-0.00022448140272958694,-0.002113500469111133,0.03777558758263078,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,-0.0009951064853127769,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.0004141325452028555,6.29557406417889e-05,0.00010224011224843433,0.0013155282632030735,0.0005390536739764151,0.000972471215898154,0.0005934812302637104,0,0,1,1,0,0,0
2021-06-02,0.02397778870231388,0.004878526963101577,0.031098613932998783,0.0015713403508593436,0.0023126610833373268,-0.030563287475861584,0.018456430662075446,0.0005164180120766056,-0.00017614633517346439,0.00024052436404580925,0.002455671316621643,0.0017485568824845853,0.0014559708135048176,-0.001017663414217497,0.0004203053898674333,6.28743820017975e-05,0.00010750435650462464,0.0011842250939388902,0.0005316779141151367,0.0009703324838815795,0.0005219412716007058,0,0,0,2,0,0,0
2021-06-03,0.042556616951370016,-0.019772420864664846,0.011349085856599153,-0.003718241453268449,-0.0037606009212517596,-0.05482031154624074,0.002712180800810553,0.00021674024264732233,-0.0002101033112786957,0.00035340745290622015,0.00017767730658790914,-0.00101237148911338,0.0015210169871792132,-0.00033407927244598053,0.00041105346080579265,6.620143409857567e-05,0.00011587295082020248,0.0010734848407974048,0.000524764906604573,0.0009472871366134632,0.00045886949019280214,0,0,2,0,3,0,0
2021-06-04,-0.06084038726712561,0.010725633264657355,0.03523008175043212,0.009104400438872402,0.013601196034485591,0.04473860632554917,0.006658878267175486,0.0008630584013862535,-0.00012881910516761573,-1.4034553213810382e-05,-0.0008424939416673098,0.0008132147190847225,0.0015764770368495852,0.0002230112658992975,0.00043602683035702647,6.60460818423001e-05,0.0004191692374913789,0.0010721246428965292,0.0005183224165669464,0.0009113750755667752,0.00044889876422235585,0,0,0,1,1,0,0
2021-06-05,-0.03706474257477647,0.0,0.0,0.0,0.0,0.0,0.0,-0.000703701808547526,-0.00036118844492975875,0.0004405632281912874,0.004835078908751376,-0.0013942717875885418,0.0013488504939448258,8.33623251369623e-05,0.0003923179048176677,0.0001525844222813912,0.00026971242997141565,0.0016756463290932334,0.0005123184312002945,0.00106547324801939,0.000422814188095649,0,0,0,3,1,0,0
2021-06-06,0.008693599850188834,0.0,0.0,0.0,0.0,0.0,0.0,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,0.0035295482908503984,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.0003965048803142605,8.57827786013326e-05,0.00015940220878453225,0.0016034501422897433,0.0005069861080150087,0.0009578558888296079,0.0004333155080861524,0,0,0,3,1,0,0
2021-06-07,-0.06633285563534304,0.003999619209610979,0.0023154114325070574,-0.0009708914742385458,-0.003077953109414656,0.010098272085864791,-0.00431412474574502,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,0.0010169385242932327,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.00040013792109443836,6.875636264889449e-05,0.00012159958529514887,0.001300888628753773,0.0005020167207964436,0.0009581394158713174,0.00044234575223026275,0,0,0,0,1,1,2
2021-06-08,-0.002627775063457771,-0.003096867753862795,-0.009237027435939031,0.00021319573325577474,0.007002121136877122,-0.0025481655598922595,0.00860988168215086,0.0005273679355591843,-0.0001379556261009653,0.0003403066329948141,0.005136672649545624,0.0016482600616456844,0.001428050425970995,0.0004716282768081032,0.0004092170692473468,6.583645196632199e-05,0.00011690617590718222,0.0019448773580025057,0.000497122548691328,0.0009627288933059637,0.000478231124723958,0,0,1,2,0,0,0
2021-06-09,0.10947410238213756,-0.0019193434836643904,-0.005443792237293447,-0.001493093039158253,0.008790156700211858,-0.008000903407653626,-0.006270778145869649,0.0003826878659293238,-0.00027286678785085376,0.00023452784410271524,0.0016385999672427873,0.002716132315995349,0.0014569646100832747,1.4328515819940447e-05,0.0004098364336576373,8.849503095553223e-05,0.00011441607984361128,0.001505287038008098,0.0005008288079485739,0.0009573184023825631,0.0004408520745230829,0,0,0,1,3,1,0
2021-06-10,-0.017354742993128305,0.004285131517665339,0.003837922669842685,0.004637610634782481,0.00598074814842216,0.018761400839628444,-0.0012588881947206089,0.0005911741808215441,-0.0002967977579216691,0.00025207978097426106,-0.00451696112155928,0.0023654972103710234,0.0014694314778655284,0.0005408620037646555,0.0004208161419937086,0.00010772362404665815,0.00010890352923025001,0.001877166129886306,0.0004996450668257458,0.0009559583322072572,0.0004914134908957256,0,0,0,0,1,0,0
2021-06-11,0.017067578415986145,-0.011316177890912231,0.022710179380669708,0.0016512285401927172,-0.001614915179347295,-0.00037708912038201647,-0.003424968862991168,-0.00015791814009185554,-0.00025919678770148916,0.00034456242129051953,0.002447263950483487,0.0015075237612159045,0.0014082434805851734,0.00036352256265973686,0.0003970556686310445,9.27838902641919e-05,0.00011371254743052682,0.0015320184557282587,0.0004949123175407215,0.0009743266060304154,0.0004993346686657723,0,0,1,0,2,0,2
2021-06-12,-0.048904195040405544,0.0,0.0,0.0,0.0,0.0,0.0,0.00020697894405191343,-0.00015753684564427884,0.00011201248174093478,0.0005571198504882311,-0.00023697015456685257,0.0014520007692253006,0.0004401666108817459,0.00039152726691001294,7.076865061597147e-05,0.00020790724780432387,0.0012793416044548642,0.0004905016981178007,0.0009525719328765155,0.0005204322183797431,0,0,0,1,0,1,0
2021-06-13,0.09505680129465752,0.0,0.0,0.0,0.0,0.0,0.0,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,0.0041796575893812546,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.00039617451754338516,6.493109834681397e-05,0.0001381813822078982,0.0015692013874963778,0.00048665429563909,0.0009510299737439016,0.000516654449321337,0,0,0,2,0,0,0
2021-06-14,0.02825878796632069,-0.005878166410042197,0.01079679851202764,0.002236540446598713,-0.0076885544102160905,0.012708130416930218,-0.004343010515372736,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,-0.003725301074449847,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.0004001806421047312,6.344349570375124e-05,0.00011429345644185351,0.0017668367639803778,0.0004830687603971266,0.0009503093736546245,0.0005135333976866168,0,0,0,1,0,1,2
2021-06-15,0.004658453327527578,-0.0037848631237422004,-0.012860657315077998,-0.001836032422769539,-0.001204641639599905,-0.03012429716067012,0.018863359488428343,0.00013546143517416298,-7.624759075732731e-05,0.0001930703729747946,-5.7394157790549615e-05,0.0008642664786666107,0.0014220833760866577,0.00047265036354416376,0.00039129907494563277,7.412663660185417e-05,0.0001334023598260019,0.001452301215987661,0.0004794642511493437,0.0009578477408306573,0.0005392986082025735,0,0,0,0,1,1,0
2021-06-16,-0.052307031596144006,-0.01703600368035545,0.0012220388214740667,-0.005599003977355648,-0.0008516383154775812,0.009151155788618984,-0.005353390943134755,0.0006330769170268419,-0.00016302792423458995,0.00022427272528634934,0.0012385101115716271,0.0030510896225892097,0.0015200133016234462,-0.0003484779386853218,0.000407288149021954,6.583514750060217e-05,0.00012377386453487344,0.001225081155392148,0.0004905607803151572,0.0009344695730771711,0.0004743065350293545,0,0,0,0,3,0,0
2021-06-17,-0.007684760787668957,-0.03122282591641038,0.04646067056435118,-0.00033167062190890225,0.014861460637350929,0.0192069740346885,-0.03458645188636614,0.0010928631414593984,-0.00016775250139496503,2.6753923838233038e-05,0.004366508771282491,0.0017493280948362403,0.0014302158654221193,0.0005084014079823174,0.00044726533536280477,6.362953603894717e-05,0.0003413109743561496,0.0016074456338479597,0.0004864864612365423,0.0009528902229996468,0.0005133589121954899,0,0,0,3,2,0,2
2021-06-18,-0.06140159139173661,-0.005562705142465907,-0.0009918419131392639,-0.013582151758425068,0.01863106039953857,0.010823457790850165,-0.030083297458139997,0.000449263454032341,-0.0003780557573652175,-0.00018471195809481903,0.0019162811734802928,-0.0024323932034179437,0.0014072247442612896,0.0015427766117455484,0.0004458634010967733,0.00016867885056418512,0.0009667912542497099,0.0013310112945474969,0.00048264934475799893,0.000968065465511777,0.0008902944519396062,0,0,0,1,3,1,3
2021-06-19,-0.004800219817294286,0.0,0.0,0.0,0.0,0.0,0.0,0.0020683000598893525,-0.00042850787416742514,0.0001977725743595558,0.004865894862516354,0.001953972485328551,0.0014263923975540694,0.0013834381391744023,0.0005498055773634408,0.00025406044791228546,0.0004226587512570988,0.0018635286878692515,0.000479660941262068,0.0009545876840281633,0.0011428376234723292,1,0,0,2,1,0,0
2021-06-20,0.0023116253137915738,0.0,0.0,0.0,0.0,0.0,0.0,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,0.0017578898194647373,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.0005314085992329321,0.00011164309251594944,0.00021179643444890195,0.0014774357537225434,0.0004765513973925796,0.000948762356899674,0.001048053139532909,0,0,0,1,3,1,0
2021-06-21,-0.119521795848678,0.012173251058176099,-0.011412872364757546,0.014214352257088048,-0.01688482353611376,-0.003986737073227676,0.041731950954272075,0.0004087376140703471,-0.00017915078197549406,0.00028068912390900505,0.0013673754217041435,0.00186228964053675,0.0014511386114731432,0.00031897838251185675,0.0005157202377266605,7.534671533880943e-05,0.00013959519248191353,0.0012427103415469755,0.0004736534996051304,0.0009487871361572387,0.0009671886155287292,0,0,1,0,2,1,0
2021-06-22,0.025833047609393114,-0.00420166857422807,0.024630308519567195,0.00533195798956194,0.00243947086561458,0.004628256702323586,0.00663597115162998,-0.0013280715172864137,4.6834771656412074e-05,0.00046214112409460184,0.008057299655910616,0.0029172607924765445,0.0014602536882221463,-0.0011576543709171713,0.0004485184954859094,0.00012317692990797589,0.00019064205300856142,0.003755587626773312,0.00048246696246074963,0.000948294544121822,0.0008426581166677339,0,0,1,2,0,0,0
2021-06-23,0.03676667515561315,-0.0006618767987564016,0.008987109939801723,-0.0012058957022687766,-0.0025790900531062425,0.051343820984031875,0.0027519882082890803,-0.00024275836385323203,-0.00021180052646087237,0.00021805990815824754,7.5804262190301e-05,-0.00041446104246910015,0.0014405567962490927,8.417286469544446e-05,0.00041788617659196183,8.189901640609382e-05,0.0001460949392064984,0.002647032004097532,0.0004789034166060957,0.0009494194633300896,0.0007593751683767395,0,0,0,0,1,0,0
2021-06-24,0.027475699857643344,-0.0006021199876096117,0.007748984795022613,0.005898314537528645,0.001604289422048614,0.03479874196476401,0.00857433270747296,0.0005560823983618647,-0.000144632381929964,0.00027082332319259536,-0.0005245658102523254,0.0010315485770443066,0.0013337486606787143,0.0002216027307034161,0.0004262342249432077,6.868168192594776e-05,0.00011732376160622535,0.0020187595664072503,0.0004755824145607761,0.001090935972772132,0.0007059361972781524,0,0,1,1,0,1,2
2021-06-25,-0.09130465397426267,0.003306999189259349,-0.009127251784015784,0.003545630583487744,-0.010437819497583715,-0.011763228305736152,0.005254012869423006,-0.00031195977425318636,-0.00020062250375286664,0.00027171404604514144,-1.4394461436514471e-05,0.0011459970934639494,0.0013715765039271906,1.558637171116705e-05,0.0003964922482917351,6.616752629398893e-05,0.00010741729123433456,0.0016132059833190429,0.00047248745104842073,0.0010138087372037624,0.0006359018537101271,0,0,2,0,3,1,0
2021-06-26,0.01718823840092292,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492368023881588e-05,-3.945157737164989e-05,0.00032998258008070107,0.006507884565662427,0.0027059849891644602,0.001478033469813029,0.00013307172556143606,0.00038175183956055985,8.485562302262776e-05,0.00010949765653190322,0.002891428274598014,0.0004777097933316724,0.0009469925891335988,0.0005887814718896389,0,0,3,3,0,0,0
