Date,BTC-USD,GLD,NVDA,SPY,TLT,TSLA,XLE,SPY_mu,SPY_var,TLT_mu,TLT_var,GLD_mu,GLD_var,BTC-USD_mu,BTC-USD_var,NVDA_mu,NVDA_var,TSLA_mu,TSLA_var,XLE_mu,XLE_var,SPY_vqe,TLT_vqe,GLD_vqe,BTC-USD_vqe,NVDA_vqe,TSLA_vqe,XLE_vqe
2020-09-28,-0.006108227146350323,0.010010290107421884,0.012447707294253488,0.01647289774835112,-0.0028507137793952904,0.033459528236176775,0.023252982903951364,0.005917011881676183,0.0001,0.000702679196295857,0.0001,-0.00039090149659329093,0.0001,0.005323601391958987,0.0001,0.014824382220085476,0.0001,0.0055964743399720875,0.0001,0.0032917320232287166,0.0001,3,3,0,2,3,3,1
2020-09-29,0.01252558330751577,0.008397048385655496,0.01452754728507416,-0.005461167772463192,0.0011533041115101077,-0.005069748902601041,-0.027902579588579973,-0.004048015185135035,0.0001,0.0006673773133426202,0.0001,0.001154909419704724,0.0001,0.0020005229138124734,0.0001,0.0003425182920144569,0.0001,0.00546376034496622,0.0001,-0.005726102882330258,0.0001,0,3,3,3,1,3,2
2020-09-30,-0.0055619032310387645,-0.006022969047958764,0.022780848133265478,0.007553617832796317,-0.009631489921259645,0.023442192423042928,-0.003000639995672001,-0.004048015185135035,0.0001,0.0006673773133426202,0.0001,0.001154909419704724,0.0001,0.0020005229138124734,0.0001,0.0003425182920144569,0.0001,0.00546376034496622,0.0001,-0.005726102882330258,0.0001,0,3,3,3,2,3,0
2020-10-01,-0.015421675401221661,0.008880963695329078,0.006188745253622904,0.006399396267042053,0.001648271033723914,0.043670173422939704,-0.03119959044945978,-0.004048015185135035,0.0001,0.0006673773133426202,0.0001,0.001154909419704724,0.0001,0.0020005229138124734,0.0001,0.0003425182920144569,0.0001,0.00546376034496622,0.0001,-0.005726102882330258,0.0001,0,3,3,2,1,3,2
2020-10-02,-0.004102545378274992,-0.0008957769408936138,-0.04140876876181083,-0.00953996206732378,-0.0037407124362427075,-0.07665503512528221,0.009599077501857284,-0.004048015185135035,0.0001,0.0006673773133426202,0.0001,0.001154909419704724,0.0001,0.0020005229138124734,0.0001,0.0003425182920144569,0.0001,0.00546376034496622,0.0001,-0.005726102882330258,0.0001,0,3,3,2,1,3,0
2020-10-03,-0.0025226166977002406,0.0,0.0,0.0,0.0,0.0,0.0,-0.004048015185135035,0.0001,0.0006673773133426202,0.0001,0.001154909419704724,0.0001,0.0020005229138124734,0.0001,0.0003425182920144569,0.0001,0.00546376034496622,0.0001,-0.005726102882330258,0.0001,0,3,3,2,2,3,2
2020-10-04,0.011334718114116692,0.0,0.0,0.0,0.0,0.0,0.0,0.00014243078050195688,0.0001,0.0005722659915520401,0.0001,0.000711130237616364,0.0001,0.0014801054390293912,0.0001,0.0037067569168978036,0.0001,0.005225931807248437,0.0001,-0.0027357431057099127,0.0001,0,3,3,2,3,3,0
2020-10-05,0.011532279024733388,0.004861081696310086,0.04346345890085687,0.017577637322360597,-0.019732567192850325,0.025192518630920653,0.02958188220047199,0.00014243078050195688,0.0001,0.0005722659915520401,0.0001,0.000711130237616364,0.0001,0.0014801054390293912,0.0001,0.0037067569168978036,0.0001,0.005225931807248437,0.0001,-0.0027357431057099127,0.0001,0,3,3,2,1,3,2
2020-10-06,-0.017659664062251813,-0.011830479550692698,0.006866506950144642,-0.014317834483669658,0.005374767412879457,-0.02787018407731412,-0.015017708455232013,0.00014243078050195688,0.0001,0.0005722659915520401,0.0001,0.000711130237616364,0.0001,0.0014801054390293912,0.0001,0.0037067569168978036,0.0001,0.005225931807248437,0.0001,-0.0027357431057099127,0.0001,0,3,3,2,3,3,2
2020-10-07,0.006069812450621233,-0.00045132478533539146,0.016426208174782433,0.017256827573987738,-0.00731960739626381,0.026977120398229415,0.014023514070857786,0.00014243078050195688,0.0001,0.0005722659915520401,0.0001,0.000711130237616364,0.0001,0.0014801054390293912,0.0001,0.0037067569168978036,0.0001,0.005225931807248437,0.0001,-0.0027357431057099127,0.0001,0,3,3,2,1,3,0
2020-10-08,0.022861384647314218,0.0035486272055745486,-0.009010093580932974,0.00882344421629275,0.005385089930053209,0.0014567215247855486,0.036782089849292945,0.00014243078050195688,0.0001,0.0005722659915520401,0.0001,0.000711130237616364,0.0001,0.0014801054390293912,0.0001,0.0037067569168978036,0.0001,0.005225931807248437,0.0001,-0.0027357431057099127,0.0001,0,3,3,2,3,3,0
2020-10-09,0.013537193923190284,0.017998399966815504,-0.005506924937800518,0.008890553353831007,-0.0001874864141182238,0.018793074176697643,-0.016108569618442776,-0.0019085272238787835,0.0001,0.0005426007531434358,0.0001,0.0008416486113673622,0.0001,-0.0033073886885707678,0.0001,0.006516701066281097,0.0001,0.004824864851471399,0.0001,-0.007120057020243985,0.0001,0,3,3,0,2,3,2
2020-10-10,0.02074267777372715,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019085272238787835,0.0001,0.0005426007531434358,0.0001,0.0008416486113673622,0.0001,-0.0033073886885707678,0.0001,0.006516701066281097,0.0001,0.004824864851471399,0.0001,-0.007120057020243985,0.0001,0,3,3,1,1,3,0
2020-10-11,0.007744148940002064,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019085272238787835,0.0001,0.0005426007531434358,0.0001,0.0008416486113673622,0.0001,-0.0033073886885707678,0.0001,0.006516701066281097,0.0001,0.004824864851471399,0.0001,-0.007120057020243985,0.0001,0,3,3,0,1,3,2
2020-10-12,0.014924866101628098,-0.002875813691634357,0.03310572090187705,0.015959563035373308,0.003181038974805617,0.018943822515122916,0.002594860159689363,-0.0019085272238787835,0.0001,0.0005426007531434358,0.0001,0.0008416486113673622,0.0001,-0.0033073886885707678,0.0001,0.006516701066281097,0.0001,0.004824864851471399,0.0001,-0.007120057020243985,0.0001,0,3,3,1,2,3,0
2020-10-13,-0.011267025530866026,-0.01585383405158326,0.0015627312023482002,-0.006547288063167058,0.007135044248623516,0.009786884708723409,-0.01567128644772654,-0.0019085272238787835,0.0001,0.0005426007531434358,0.0001,0.0008416486113673622,0.0001,-0.0033073886885707678,0.0001,0.006516701066281097,0.0001,0.004824864851471399,0.0001,-0.007120057020243985,0.0001,0,3,3,0,1,3,2
2020-10-14,0.000315673400463534,0.0030899939936110464,-0.010796209393548186,-0.006303411589296859,0.00228486559467941,0.032273287618783654,0.004268803817942863,0.0020424535498957995,0.0001,0.0006098306804749701,0.0001,1.6322267262705603e-05,0.0001,0.0029036839937369133,0.0001,0.003780646486312668,0.0001,0.003572686463128531,0.0001,-0.00020290465219811892,0.0001,3,3,0,3,0,3,0
2020-10-15,0.005744241377636975,0.003639489400711449,-0.008925751156967832,-0.001236701499643303,-0.001728504429624512,-0.02729299577407529,0.012050146955001041,0.0020424535498957995,0.0001,0.0006098306804749701,0.0001,1.6322267262705603e-05,0.0001,0.0029036839937369133,0.0001,0.003780646486312668,0.0001,0.003572686463128531,0.0001,-0.00020290465219811892,0.0001,3,3,0,3,1,3,2
2020-10-16,-0.01518396829079633,-0.0034712263457632483,-0.011410366486239568,-0.0006046105814575249,-0.00278445954734088,-0.020731092265373598,-0.022921850331382478,0.0020424535498957995,0.0001,0.0006098306804749701,0.0001,1.6322267262705603e-05,0.0001,0.0029036839937369133,0.0001,0.003780646486312668,0.0001,0.003572686463128531,0.0001,-0.00020290465219811892,0.0001,3,3,0,3,1,3,2
2020-10-17,0.0031726798498982116,0.0,0.0,0.0,0.0,0.0,0.0,0.0020424535498957995,0.0001,0.0006098306804749701,0.0001,1.6322267262705603e-05,0.0001,0.0029036839937369133,0.0001,0.003780646486312668,0.0001,0.003572686463128531,0.0001,-0.00020290465219811892,0.0001,3,3,0,2,2,3,2
2020-10-18,0.010967693217915127,0.0,0.0,0.0,0.0,0.0,0.0,0.0020424535498957995,0.0001,0.0006098306804749701,0.0001,1.6322267262705603e-05,0.0001,0.0029036839937369133,0.0001,0.003780646486312668,0.0001,0.003572686463128531,0.0001,-0.00020290465219811892,0.0001,3,3,0,2,3,3,0
2020-10-19,0.02227634146506345,0.0005046193567768562,-0.022978747965826798,-0.015319816495063763,-0.0037864597317062553,-0.020310891071385614,-0.021426944518482094,0.0002823490212221945,0.0001,0.0004701691316266668,0.0001,0.0007102975760790609,0.0001,-0.0012838256725607564,0.0001,0.0039173891627837425,0.0001,0.004324975743066745,0.0001,-0.0023854941340444823,0.0001,0,3,3,1,0,3,0
2020-10-20,0.014734826605249336,0.004809318137998378,0.010886956687816888,0.003997705114514918,-0.009562070841155765,-0.020850455371877373,0.011774820199102446,0.0002823490212221945,0.0001,0.0004701691316266668,0.0001,0.0007102975760790609,0.0001,-0.0012838256725607564,0.0001,0.0039173891627837425,0.0001,0.004324975743066745,0.0001,-0.0023854941340444823,0.0001,0,3,3,0,3,3,2
2020-10-21,0.07338405430586939,0.00750319529892231,-0.008888783409184588,-0.0018946456154315865,-0.0034595306339896235,0.0016576578966101716,-0.01924771406221498,0.0002823490212221945,0.0001,0.0004701691316266668,0.0001,0.0007102975760790609,0.0001,-0.0012838256725607564,0.0001,0.0039173891627837425,0.0001,0.004324975743066745,0.0001,-0.0023854941340444823,0.0001,0,3,3,0,2,3,0
2020-10-22,0.011027987566796663,-0.009849030639627157,-0.012181185387153,0.005470215962518881,-0.010451675731626172,0.007425427859397711,0.04042655394269013,0.0002823490212221945,0.0001,0.0004701691316266668,0.0001,0.0007102975760790609,0.0001,-0.0012838256725607564,0.0001,0.0039173891627837425,0.0001,0.004324975743066745,0.0001,-0.0023854941340444823,0.0001,0,3,3,1,3,3,2
2020-10-23,-0.0026529704553783216,-0.0010630400237792174,0.017012738033654846,0.003389470375745353,0.006094219059597545,-0.01219258008931434,-0.004923816002656775,0.0002823490212221945,0.0001,0.0004701691316266668,0.0001,0.0007102975760790609,0.0001,-0.0012838256725607564,0.0001,0.0039173891627837425,0.0001,0.004324975743066745,0.0001,-0.0023854941340444823,0.0001,0,3,3,0,3,3,2
2020-10-24,0.01355828284978525,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006813536587270659,0.0001,0.00048715233924587556,0.0001,0.0006427572078556631,0.0001,0.001499832004875013,0.0001,-0.0014655036487476155,0.0001,0.003980039610239678,0.0001,-0.0017401555042691527,0.0001,0,3,3,3,1,3,0
2020-10-25,-0.0058830252475124915,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006813536587270659,0.0001,0.00048715233924587556,0.0001,0.0006427572078556631,0.0001,0.001499832004875013,0.0001,-0.0014655036487476155,0.0001,0.003980039610239678,0.0001,-0.0017401555042691527,0.0001,0,3,3,3,0,3,0
2020-10-26,0.0033765071930938885,-0.0005039129828936211,-0.03359675469302307,-0.018652789060805846,0.009260604670013052,-0.0008324460631960825,-0.03652609850705031,-0.0006813536587270659,0.0001,0.00048715233924587556,0.0001,0.0006427572078556631,0.0001,0.001499832004875013,0.0001,-0.0014655036487476155,0.0001,0.003980039610239678,0.0001,-0.0017401555042691527,0.0001,0,3,3,2,0,3,0
2020-10-27,0.04332755896265355,0.002628864176270774,0.019256326670857502,-0.003453397095834515,0.006686629261610772,0.010414737676610572,-0.013054280317934765,-0.0006813536587270659,0.0001,0.00048715233924587556,0.0001,0.0006427572078556631,0.0001,0.001499832004875013,0.0001,-0.0014655036487476155,0.0001,0.003980039610239678,0.0001,-0.0017401555042691527,0.0001,0,3,3,2,0,3,2
2020-10-28,-0.02844584941845549,-0.01627516884164325,-0.05917477978700036,-0.03477657363190857,0.0009338357868543644,-0.04493353448533056,-0.04273985708880004,-0.0006813536587270659,0.0001,0.00048715233924587556,0.0001,0.0006427572078556631,0.0001,0.001499832004875013,0.0001,-0.0014655036487476155,0.0001,0.003980039610239678,0.0001,-0.0017401555042691527,0.0001,0,3,3,2,1,3,0
2020-10-29,0.012475103458646658,-0.004153341326592121,0.030956337132308484,0.010112149520611624,-0.009755009076073788,0.011777078527549948,0.030213674095057742,0.008676284126068124,0.0001,0.0004389904356770569,0.0001,-6.872112213187828e-05,0.0001,0.006014675662590051,0.0001,0.0190212586746414,0.0001,0.003817139968631797,0.0001,0.0028938885565142364,0.0001,3,3,0,2,2,3,3
2020-10-30,0.008052075583308513,0.004550651041840146,-0.03834883019448451,-0.010479768622578921,-0.009914377530365023,-0.05707106115006527,0.005586735986507351,0.008676284126068124,0.0001,0.0004389904356770569,0.0001,-6.872112213187828e-05,0.0001,0.006014675662590051,0.0001,0.0190212586746414,0.0001,0.003817139968631797,0.0001,0.0028938885565142364,0.0001,3,3,0,3,1,3,1
2020-10-31,0.01716060814063042,0.0,0.0,0.0,0.0,0.0,0.0,0.008676284126068124,0.0001,0.0004389904356770569,0.0001,-6.872112213187828e-05,0.0001,0.006014675662590051,0.0001,0.0190212586746414,0.0001,0.003817139968631797,0.0001,0.0028938885565142364,0.0001,3,3,0,2,2,3,1
2020-11-01,-0.003189593193523672,0.0,0.0,0.0,0.0,0.0,0.0,0.008676284126068124,0.0001,0.0004389904356770569,0.0001,-6.872112213187828e-05,0.0001,0.006014675662590051,0.0001,0.0190212586746414,0.0001,0.003817139968631797,0.0001,0.0028938885565142364,0.0001,3,3,0,2,1,3,1
